group	cond	seed	dim	layers	epoch	pt_id
main	baseline	2	64	2	11	0.9614
main	baseline	2	64	2	12	0.9753
main	baseline	2	64	2	13	0.9753
main	baseline	2	64	2	14	0.9799
main	baseline	2	64	2	15	0.9884
main	baseline	2	64	2	16	0.9977
main	baseline	2	64	2	17	1.0000
main	baseline	2	64	2	18	1.0000
main	baseline	2	64	2	19	1.0000
main	baseline	2	64	2	20	1.0000
main	baseline	2	64	2	21	1.0000
main	baseline	2	64	2	22	1.0000
main	baseline	2	64	2	23	1.0000
main	baseline	2	64	2	24	1.0000
main	baseline	2	64	2	25	1.0000
main	baseline	2	64	2	26	1.0000
main	baseline	2	64	2	27	1.0000
main	baseline	2	64	2	28	1.0000
main	baseline	2	64	2	29	1.0000
main	baseline	2	64	2	30	1.0000
main	baseline	2	64	2	31	1.0000
main	baseline	2	64	2	32	1.0000
main	baseline	2	64	2	33	1.0000
main	baseline	2	64	2	34	1.0000
main	baseline	2	64	2	35	1.0000
main	baseline	2	64	2	36	1.0000
main	baseline	2	64	2	37	1.0000
main	baseline	2	64	2	38	1.0000
main	baseline	2	64	2	39	1.0000
main	baseline	2	64	2	40	1.0000
main	baseline	2	64	2	41	1.0000
main	baseline	2	64	2	42	1.0000
main	baseline	2	64	2	43	1.0000
main	baseline	2	64	2	44	1.0000
main	baseline	2	64	2	45	1.0000
main	baseline	2	64	2	46	1.0000
main	baseline	2	64	2	47	1.0000
main	baseline	2	64	2	48	1.0000
main	baseline	2	64	2	49	1.0000
main	baseline	2	64	2	50	1.0000
main	baseline	2	64	2	51	1.0000
main	baseline	2	64	2	52	1.0000
main	baseline	2	64	2	53	1.0000
main	baseline	2	64	2	54	1.0000
main	baseline	2	64	2	55	1.0000
main	baseline	2	64	2	56	1.0000
main	baseline	2	64	2	57	1.0000
main	baseline	2	64	2	58	1.0000
main	baseline	2	64	2	59	1.0000
main	baseline	2	64	2	60	1.0000
main	baseline	3	64	2	1	0.0000
main	baseline	3	64	2	2	0.6597
main	baseline	3	64	2	3	0.7045
main	baseline	3	64	2	4	0.7531
main	baseline	3	64	2	5	0.7531
main	baseline	3	64	2	6	0.7593
main	baseline	3	64	2	7	0.8472
main	baseline	3	64	2	8	0.9012
main	baseline	3	64	2	9	0.9012
main	baseline	3	64	2	10	0.9012
main	baseline	3	64	2	11	0.9059
main	baseline	3	64	2	12	0.9660
main	baseline	3	64	2	13	0.9707
main	baseline	3	64	2	14	0.9753
main	baseline	3	64	2	15	0.9753
main	baseline	3	64	2	16	0.9799
main	baseline	3	64	2	17	0.9830
main	baseline	3	64	2	18	0.9884
main	baseline	3	64	2	19	0.9992
main	baseline	3	64	2	20	1.0000
main	baseline	3	64	2	21	1.0000
main	baseline	3	64	2	22	1.0000
main	baseline	3	64	2	23	1.0000
main	baseline	3	64	2	24	1.0000
main	baseline	3	64	2	25	1.0000
main	baseline	3	64	2	26	1.0000
main	baseline	3	64	2	27	1.0000
main	baseline	3	64	2	28	1.0000
main	baseline	3	64	2	29	1.0000
main	baseline	3	64	2	30	1.0000
main	baseline	3	64	2	31	1.0000
main	baseline	3	64	2	32	1.0000
main	baseline	3	64	2	33	1.0000
main	baseline	3	64	2	34	1.0000
main	baseline	3	64	2	35	1.0000
main	baseline	3	64	2	36	1.0000
main	baseline	3	64	2	37	1.0000
main	baseline	3	64	2	38	1.0000
main	baseline	3	64	2	39	1.0000
main	baseline	3	64	2	40	1.0000
main	baseline	3	64	2	41	1.0000
main	baseline	3	64	2	42	1.0000
main	baseline	3	64	2	43	1.0000
main	baseline	3	64	2	44	1.0000
main	baseline	3	64	2	45	1.0000
main	baseline	3	64	2	46	1.0000
main	baseline	3	64	2	47	1.0000
main	baseline	3	64	2	48	1.0000
main	baseline	3	64	2	49	1.0000
main	baseline	3	64	2	50	1.0000
main	baseline	3	64	2	51	1.0000
main	baseline	3	64	2	52	1.0000
main	baseline	3	64	2	53	1.0000
main	baseline	3	64	2	54	1.0000
main	baseline	3	64	2	55	1.0000
main	baseline	3	64	2	56	1.0000
main	baseline	3	64	2	57	1.0000
main	baseline	3	64	2	58	1.0000
main	baseline	3	64	2	59	1.0000
main	baseline	3	64	2	60	1.0000
main	baseline	4	64	2	1	0.6559
main	baseline	4	64	2	2	0.7037
main	baseline	4	64	2	3	0.7469
main	baseline	4	64	2	4	0.8032
main	baseline	4	64	2	5	0.8094
main	baseline	4	64	2	6	0.8210
main	baseline	4	64	2	7	0.8356
main	baseline	4	64	2	8	0.8488
main	baseline	4	64	2	9	0.8526
main	baseline	4	64	2	10	0.8542
main	baseline	4	64	2	11	0.8596
main	baseline	4	64	2	12	0.8673
main	baseline	4	64	2	13	0.8843
main	baseline	4	64	2	14	0.9020
main	baseline	4	64	2	15	0.9344
main	baseline	4	64	2	16	0.9506
main	baseline	4	64	2	17	0.9514
main	baseline	4	64	2	18	0.9630
main	baseline	4	64	2	19	0.9969
main	baseline	4	64	2	20	1.0000
main	baseline	4	64	2	21	1.0000
main	baseline	4	64	2	22	1.0000
main	baseline	4	64	2	23	1.0000
main	baseline	4	64	2	24	1.0000
main	baseline	4	64	2	25	1.0000
main	baseline	4	64	2	26	1.0000
main	baseline	4	64	2	27	1.0000
main	baseline	4	64	2	28	1.0000
main	baseline	4	64	2	29	1.0000
main	baseline	4	64	2	30	1.0000
main	baseline	4	64	2	31	1.0000
main	baseline	4	64	2	32	1.0000
main	baseline	4	64	2	33	1.0000
main	baseline	4	64	2	34	1.0000
main	baseline	4	64	2	35	1.0000
main	baseline	4	64	2	36	1.0000
main	baseline	4	64	2	37	1.0000
main	baseline	4	64	2	38	1.0000
main	baseline	4	64	2	39	1.0000
main	baseline	4	64	2	40	1.0000
main	baseline	4	64	2	41	1.0000
main	baseline	4	64	2	42	1.0000
main	baseline	4	64	2	43	1.0000
main	baseline	4	64	2	44	1.0000
main	baseline	4	64	2	45	1.0000
main	baseline	4	64	2	46	1.0000
main	baseline	4	64	2	47	1.0000
main	baseline	4	64	2	48	1.0000
main	baseline	4	64	2	49	1.0000
main	baseline	4	64	2	50	1.0000
main	baseline	4	64	2	51	1.0000
main	baseline	4	64	2	52	1.0000
main	baseline	4	64	2	53	1.0000
main	baseline	4	64	2	54	1.0000
main	baseline	4	64	2	55	1.0000
main	baseline	4	64	2	56	1.0000
main	baseline	4	64	2	57	1.0000
main	baseline	4	64	2	58	1.0000
main	baseline	4	64	2	59	1.0000
main	baseline	4	64	2	60	1.0000
main	baseline	5	64	2	1	0.0463
main	baseline	5	64	2	2	0.6528
main	baseline	5	64	2	3	0.7932
main	baseline	5	64	2	4	0.8002
main	baseline	5	64	2	5	0.8657
main	baseline	5	64	2	6	0.9259
main	baseline	5	64	2	7	0.9259
main	baseline	5	64	2	8	0.9259
main	baseline	5	64	2	9	0.9259
main	baseline	5	64	2	10	0.9313
main	baseline	5	64	2	11	0.9985
main	baseline	5	64	2	12	1.0000
main	baseline	5	64	2	13	1.0000
main	baseline	5	64	2	14	1.0000
main	baseline	5	64	2	15	1.0000
main	baseline	5	64	2	16	1.0000
main	baseline	5	64	2	17	1.0000
main	baseline	5	64	2	18	1.0000
main	baseline	5	64	2	19	1.0000
main	baseline	5	64	2	20	1.0000
main	baseline	5	64	2	21	1.0000
main	baseline	5	64	2	22	1.0000
main	baseline	5	64	2	23	1.0000
main	baseline	5	64	2	24	1.0000
main	baseline	5	64	2	25	1.0000
main	baseline	5	64	2	26	1.0000
main	baseline	5	64	2	27	1.0000
main	baseline	5	64	2	28	1.0000
main	baseline	5	64	2	29	1.0000
main	baseline	5	64	2	30	1.0000
main	baseline	5	64	2	31	1.0000
main	baseline	5	64	2	32	1.0000
main	baseline	5	64	2	33	1.0000
main	baseline	5	64	2	34	1.0000
main	baseline	5	64	2	35	1.0000
main	baseline	5	64	2	36	1.0000
main	baseline	5	64	2	37	1.0000
main	baseline	5	64	2	38	1.0000
main	baseline	5	64	2	39	1.0000
main	baseline	5	64	2	40	1.0000
main	baseline	5	64	2	41	1.0000
main	baseline	5	64	2	42	1.0000
main	baseline	5	64	2	43	1.0000
main	baseline	5	64	2	44	1.0000
main	baseline	5	64	2	45	1.0000
main	baseline	5	64	2	46	1.0000
main	baseline	5	64	2	47	1.0000
main	baseline	5	64	2	48	1.0000
main	baseline	5	64	2	49	1.0000
main	baseline	5	64	2	50	1.0000
main	baseline	5	64	2	51	1.0000
main	baseline	5	64	2	52	1.0000
main	baseline	5	64	2	53	1.0000
main	baseline	5	64	2	54	1.0000
main	baseline	5	64	2	55	1.0000
main	baseline	5	64	2	56	1.0000
main	baseline	5	64	2	57	1.0000
main	baseline	5	64	2	58	1.0000
main	baseline	5	64	2	59	1.0000
main	baseline	5	64	2	60	1.0000
main	baseline	6	64	2	1	0.5556
main	baseline	6	64	2	2	0.5556
main	baseline	6	64	2	3	0.5741
main	baseline	6	64	2	4	0.6049
main	baseline	6	64	2	5	0.6034
main	baseline	6	64	2	6	0.6080
main	baseline	6	64	2	7	0.6250
main	baseline	6	64	2	8	0.6759
main	baseline	6	64	2	9	0.7785
main	baseline	6	64	2	10	0.9136
main	baseline	6	64	2	11	0.9259
main	baseline	6	64	2	12	0.9259
main	baseline	6	64	2	13	0.9290
main	baseline	6	64	2	14	0.9421
main	baseline	6	64	2	15	0.9591
main	baseline	6	64	2	16	0.9792
main	baseline	6	64	2	17	0.9861
main	baseline	6	64	2	18	0.9931
main	baseline	6	64	2	19	1.0000
main	baseline	6	64	2	20	1.0000
main	baseline	6	64	2	21	1.0000
main	baseline	6	64	2	22	1.0000
main	baseline	6	64	2	23	1.0000
main	baseline	6	64	2	24	1.0000
main	baseline	6	64	2	25	1.0000
main	baseline	6	64	2	26	1.0000
main	baseline	6	64	2	27	1.0000
main	baseline	6	64	2	28	1.0000
main	baseline	6	64	2	29	1.0000
main	baseline	6	64	2	30	1.0000
main	baseline	6	64	2	31	1.0000
main	baseline	6	64	2	32	1.0000
main	baseline	6	64	2	33	1.0000
main	baseline	6	64	2	34	1.0000
main	baseline	6	64	2	35	1.0000
main	baseline	6	64	2	36	1.0000
main	baseline	6	64	2	37	1.0000
main	baseline	6	64	2	38	1.0000
main	baseline	6	64	2	39	1.0000
main	baseline	6	64	2	40	1.0000
main	baseline	6	64	2	41	1.0000
main	baseline	6	64	2	42	1.0000
main	baseline	6	64	2	43	1.0000
main	baseline	6	64	2	44	1.0000
main	baseline	6	64	2	45	1.0000
main	baseline	6	64	2	46	1.0000
main	baseline	6	64	2	47	1.0000
main	baseline	6	64	2	48	1.0000
main	baseline	6	64	2	49	1.0000
main	baseline	6	64	2	50	1.0000
main	baseline	6	64	2	51	1.0000
main	baseline	6	64	2	52	1.0000
main	baseline	6	64	2	53	1.0000
main	baseline	6	64	2	54	1.0000
main	baseline	6	64	2	55	1.0000
main	baseline	6	64	2	56	1.0000
main	baseline	6	64	2	57	1.0000
main	baseline	6	64	2	58	1.0000
main	baseline	6	64	2	59	1.0000
main	baseline	6	64	2	60	1.0000
main	baseline	7	64	2	1	0.0000
main	baseline	7	64	2	2	0.5556
main	baseline	7	64	2	3	0.5556
main	baseline	7	64	2	4	0.5556
main	baseline	7	64	2	5	0.5556
main	baseline	7	64	2	6	0.5556
main	baseline	7	64	2	7	0.5679
main	baseline	7	64	2	8	0.6698
main	baseline	7	64	2	9	0.7122
main	baseline	7	64	2	10	0.7500
main	baseline	7	64	2	11	0.7909
main	baseline	7	64	2	12	0.8681
main	baseline	7	64	2	13	0.9344
main	baseline	7	64	2	14	0.9730
main	baseline	7	64	2	15	0.9753
main	baseline	7	64	2	16	0.9753
main	baseline	7	64	2	17	1.0000
main	baseline	7	64	2	18	1.0000
main	baseline	7	64	2	19	1.0000
main	baseline	7	64	2	20	1.0000
main	baseline	7	64	2	21	1.0000
main	baseline	7	64	2	22	1.0000
main	baseline	7	64	2	23	1.0000
main	baseline	7	64	2	24	1.0000
main	baseline	7	64	2	25	1.0000
main	baseline	7	64	2	26	1.0000
main	baseline	7	64	2	27	1.0000
main	baseline	7	64	2	28	1.0000
main	baseline	7	64	2	29	1.0000
main	baseline	7	64	2	30	1.0000
main	baseline	7	64	2	31	1.0000
main	baseline	7	64	2	32	1.0000
main	baseline	7	64	2	33	1.0000
main	baseline	7	64	2	34	1.0000
main	baseline	7	64	2	35	1.0000
main	baseline	7	64	2	36	1.0000
main	baseline	7	64	2	37	1.0000
main	baseline	7	64	2	38	1.0000
main	baseline	7	64	2	39	1.0000
main	baseline	7	64	2	40	1.0000
main	baseline	7	64	2	41	1.0000
main	baseline	7	64	2	42	1.0000
main	baseline	7	64	2	43	1.0000
main	baseline	7	64	2	44	1.0000
main	baseline	7	64	2	45	1.0000
main	baseline	7	64	2	46	1.0000
main	baseline	7	64	2	47	1.0000
main	baseline	7	64	2	48	1.0000
main	baseline	7	64	2	49	1.0000
main	baseline	7	64	2	50	1.0000
main	baseline	7	64	2	51	1.0000
main	baseline	7	64	2	52	1.0000
main	baseline	7	64	2	53	1.0000
main	baseline	7	64	2	54	1.0000
main	baseline	7	64	2	55	1.0000
main	baseline	7	64	2	56	1.0000
main	baseline	7	64	2	57	1.0000
main	baseline	7	64	2	58	1.0000
main	baseline	7	64	2	59	1.0000
main	baseline	7	64	2	60	1.0000
main	baseline	8	64	2	1	0.0000
main	baseline	8	64	2	2	0.5556
main	baseline	8	64	2	3	0.5818
main	baseline	8	64	2	4	0.6543
main	baseline	8	64	2	5	0.6543
main	baseline	8	64	2	6	0.6813
main	baseline	8	64	2	7	0.7160
main	baseline	8	64	2	8	0.8897
main	baseline	8	64	2	9	0.9012
main	baseline	8	64	2	10	0.9012
main	baseline	8	64	2	11	0.9012
main	baseline	8	64	2	12	0.9059
main	baseline	8	64	2	13	0.9282
main	baseline	8	64	2	14	0.9414
main	baseline	8	64	2	15	0.9583
main	baseline	8	64	2	16	0.9838
main	baseline	8	64	2	17	1.0000
main	baseline	8	64	2	18	1.0000
main	baseline	8	64	2	19	1.0000
main	baseline	8	64	2	20	1.0000
main	baseline	8	64	2	21	1.0000
main	baseline	8	64	2	22	1.0000
main	baseline	8	64	2	23	1.0000
main	baseline	8	64	2	24	1.0000
main	baseline	8	64	2	25	1.0000
main	baseline	8	64	2	26	1.0000
main	baseline	8	64	2	27	1.0000
main	baseline	8	64	2	28	1.0000
main	baseline	8	64	2	29	1.0000
main	baseline	8	64	2	30	1.0000
main	baseline	8	64	2	31	1.0000
main	baseline	8	64	2	32	1.0000
main	baseline	8	64	2	33	1.0000
main	baseline	8	64	2	34	1.0000
main	baseline	8	64	2	35	1.0000
main	baseline	8	64	2	36	1.0000
main	baseline	8	64	2	37	1.0000
main	baseline	8	64	2	38	1.0000
main	baseline	8	64	2	39	1.0000
main	baseline	8	64	2	40	1.0000
main	baseline	8	64	2	41	1.0000
main	baseline	8	64	2	42	1.0000
main	baseline	8	64	2	43	1.0000
main	baseline	8	64	2	44	1.0000
main	baseline	8	64	2	45	1.0000
main	baseline	8	64	2	46	1.0000
main	baseline	8	64	2	47	1.0000
main	baseline	8	64	2	48	1.0000
main	baseline	8	64	2	49	1.0000
main	baseline	8	64	2	50	1.0000
main	baseline	8	64	2	51	1.0000
main	baseline	8	64	2	52	1.0000
main	baseline	8	64	2	53	1.0000
main	baseline	8	64	2	54	1.0000
main	baseline	8	64	2	55	1.0000
main	baseline	8	64	2	56	1.0000
main	baseline	8	64	2	57	1.0000
main	baseline	8	64	2	58	1.0000
main	baseline	8	64	2	59	1.0000
main	baseline	8	64	2	60	1.0000
main	baseline	9	64	2	1	0.0015
main	baseline	9	64	2	2	0.6049
main	baseline	9	64	2	3	0.6049
main	baseline	9	64	2	4	0.6049
main	baseline	9	64	2	5	0.6289
main	baseline	9	64	2	6	0.9059
main	baseline	9	64	2	7	0.9082
main	baseline	9	64	2	8	0.9221
main	baseline	9	64	2	9	0.9506
main	baseline	9	64	2	10	0.9506
main	baseline	9	64	2	11	0.9506
main	baseline	9	64	2	12	0.9583
main	baseline	9	64	2	13	0.9730
main	baseline	9	64	2	14	0.9776
main	baseline	9	64	2	15	0.9830
main	baseline	9	64	2	16	0.9907
main	baseline	9	64	2	17	0.9992
main	baseline	9	64	2	18	1.0000
main	baseline	9	64	2	19	1.0000
main	baseline	9	64	2	20	1.0000
main	baseline	9	64	2	21	1.0000
main	baseline	9	64	2	22	1.0000
main	baseline	9	64	2	23	1.0000
main	baseline	9	64	2	24	1.0000
main	baseline	9	64	2	25	1.0000
main	baseline	9	64	2	26	1.0000
main	baseline	9	64	2	27	1.0000
main	baseline	9	64	2	28	1.0000
main	baseline	9	64	2	29	1.0000
main	baseline	9	64	2	30	1.0000
main	baseline	9	64	2	31	1.0000
main	baseline	9	64	2	32	1.0000
main	baseline	9	64	2	33	1.0000
main	baseline	9	64	2	34	1.0000
main	baseline	9	64	2	35	1.0000
main	baseline	9	64	2	36	1.0000
main	baseline	9	64	2	37	1.0000
main	baseline	9	64	2	38	1.0000
main	baseline	9	64	2	39	1.0000
main	baseline	9	64	2	40	1.0000
main	baseline	9	64	2	41	1.0000
main	baseline	9	64	2	42	1.0000
main	baseline	9	64	2	43	1.0000
main	baseline	9	64	2	44	1.0000
main	baseline	9	64	2	45	1.0000
main	baseline	9	64	2	46	1.0000
main	baseline	9	64	2	47	1.0000
main	baseline	9	64	2	48	1.0000
main	baseline	9	64	2	49	1.0000
main	baseline	9	64	2	50	1.0000
main	baseline	9	64	2	51	1.0000
main	baseline	9	64	2	52	1.0000
main	baseline	9	64	2	53	1.0000
main	baseline	9	64	2	54	1.0000
main	baseline	9	64	2	55	1.0000
main	baseline	9	64	2	56	1.0000
main	baseline	9	64	2	57	1.0000
main	baseline	9	64	2	58	1.0000
main	baseline	9	64	2	59	1.0000
main	baseline	9	64	2	60	1.0000
main	no_decl	0	64	2	1	0.0000
main	no_decl	0	64	2	2	0.2731
main	no_decl	0	64	2	3	0.6636
main	no_decl	0	64	2	4	0.7145
main	no_decl	0	64	2	5	0.7130
main	no_decl	0	64	2	6	0.7191
main	no_decl	0	64	2	7	0.7346
main	no_decl	0	64	2	8	0.7816
main	no_decl	0	64	2	9	0.8441
main	no_decl	0	64	2	10	0.8951
main	no_decl	0	64	2	11	0.9545
main	no_decl	0	64	2	12	0.9753
main	no_decl	0	64	2	13	0.9753
main	no_decl	0	64	2	14	0.9907
main	no_decl	0	64	2	15	1.0000
main	no_decl	0	64	2	16	1.0000
main	no_decl	0	64	2	17	1.0000
main	no_decl	0	64	2	18	1.0000
main	no_decl	0	64	2	19	1.0000
main	no_decl	0	64	2	20	1.0000
main	no_decl	0	64	2	21	1.0000
main	no_decl	0	64	2	22	1.0000
main	no_decl	0	64	2	23	1.0000
main	no_decl	0	64	2	24	1.0000
main	no_decl	0	64	2	25	1.0000
main	no_decl	0	64	2	26	1.0000
main	no_decl	0	64	2	27	1.0000
main	no_decl	0	64	2	28	1.0000
main	no_decl	0	64	2	29	1.0000
main	no_decl	0	64	2	30	1.0000
main	no_decl	0	64	2	31	1.0000
main	no_decl	0	64	2	32	1.0000
main	no_decl	0	64	2	33	1.0000
main	no_decl	0	64	2	34	1.0000
main	no_decl	0	64	2	35	1.0000
main	no_decl	0	64	2	36	1.0000
main	no_decl	0	64	2	37	1.0000
main	no_decl	0	64	2	38	1.0000
main	no_decl	0	64	2	39	1.0000
main	no_decl	0	64	2	40	1.0000
main	no_decl	0	64	2	41	1.0000
main	no_decl	0	64	2	42	1.0000
main	no_decl	0	64	2	43	1.0000
main	no_decl	0	64	2	44	1.0000
main	no_decl	0	64	2	45	1.0000
main	no_decl	0	64	2	46	1.0000
main	no_decl	0	64	2	47	1.0000
main	no_decl	0	64	2	48	1.0000
main	no_decl	0	64	2	49	1.0000
main	no_decl	0	64	2	50	1.0000
main	no_decl	0	64	2	51	1.0000
main	no_decl	0	64	2	52	1.0000
main	no_decl	0	64	2	53	1.0000
main	no_decl	0	64	2	54	1.0000
main	no_decl	0	64	2	55	1.0000
main	no_decl	0	64	2	56	1.0000
main	no_decl	0	64	2	57	1.0000
main	no_decl	0	64	2	58	1.0000
main	no_decl	0	64	2	59	1.0000
main	no_decl	0	64	2	60	1.0000
main	no_decl	1	64	2	1	0.0679
main	no_decl	1	64	2	2	0.5802
main	no_decl	1	64	2	3	0.5802
main	no_decl	1	64	2	4	0.5633
main	no_decl	1	64	2	5	0.5602
main	no_decl	1	64	2	6	0.5610
main	no_decl	1	64	2	7	0.6821
main	no_decl	1	64	2	8	0.8133
main	no_decl	1	64	2	9	0.8233
main	no_decl	1	64	2	10	0.8526
main	no_decl	1	64	2	11	0.9437
main	no_decl	1	64	2	12	0.9591
main	no_decl	1	64	2	13	0.9745
main	no_decl	1	64	2	14	0.9776
main	no_decl	1	64	2	15	0.9830
main	no_decl	1	64	2	16	0.9907
main	no_decl	1	64	2	17	1.0000
main	no_decl	1	64	2	18	1.0000
main	no_decl	1	64	2	19	1.0000
main	no_decl	1	64	2	20	1.0000
main	no_decl	1	64	2	21	1.0000
main	no_decl	1	64	2	22	1.0000
main	no_decl	1	64	2	23	1.0000
main	no_decl	1	64	2	24	1.0000
main	no_decl	1	64	2	25	1.0000
main	no_decl	1	64	2	26	1.0000
main	no_decl	1	64	2	27	1.0000
main	no_decl	1	64	2	28	1.0000
main	no_decl	1	64	2	29	1.0000
main	no_decl	1	64	2	30	1.0000
main	no_decl	1	64	2	31	1.0000
main	no_decl	1	64	2	32	1.0000
main	no_decl	1	64	2	33	1.0000
main	no_decl	1	64	2	34	1.0000
main	no_decl	1	64	2	35	1.0000
main	no_decl	1	64	2	36	1.0000
main	no_decl	1	64	2	37	1.0000
main	no_decl	1	64	2	38	1.0000
main	no_decl	1	64	2	39	1.0000
main	no_decl	1	64	2	40	1.0000
main	no_decl	1	64	2	41	1.0000
main	no_decl	1	64	2	42	1.0000
main	no_decl	1	64	2	43	1.0000
main	no_decl	1	64	2	44	1.0000
main	no_decl	1	64	2	45	1.0000
main	no_decl	1	64	2	46	1.0000
main	no_decl	1	64	2	47	1.0000
main	no_decl	1	64	2	48	1.0000
main	no_decl	1	64	2	49	1.0000
main	no_decl	1	64	2	50	1.0000
main	no_decl	1	64	2	51	1.0000
main	no_decl	1	64	2	52	1.0000
main	no_decl	1	64	2	53	1.0000
main	no_decl	1	64	2	54	1.0000
main	no_decl	1	64	2	55	1.0000
main	no_decl	1	64	2	56	1.0000
main	no_decl	1	64	2	57	1.0000
main	no_decl	1	64	2	58	1.0000
main	no_decl	1	64	2	59	1.0000
main	no_decl	1	64	2	60	1.0000
main	no_decl	2	64	2	1	0.0000
main	no_decl	2	64	2	2	0.3719
main	no_decl	2	64	2	3	0.5949
main	no_decl	2	64	2	4	0.6775
main	no_decl	2	64	2	5	0.6705
main	no_decl	2	64	2	6	0.7670
main	no_decl	2	64	2	7	0.8542
